event_id,user_id,event_date,event_name,session_id,feature_name
191,36,2025-01-01,signup_completed,s36_1,
574,114,2025-01-01,signup_completed,s114_1,
575,114,2025-01-01,email_verified,s114_2,
2444,507,2025-01-01,signup_completed,s507_1,
2790,589,2025-01-01,signup_completed,s589_1,
2792,589,2025-01-01,workspace_created,s589_3,
2793,589,2025-01-01,first_report_created,s589_4,Dashboard
4117,871,2025-01-01,signup_completed,s871_1,
4382,917,2025-01-01,signup_completed,s917_1,
4562,958,2025-01-01,signup_completed,s958_1,
6320,1342,2025-01-01,signup_completed,s1342_1,
7554,1598,2025-01-01,signup_completed,s1598_1,
10337,2175,2025-01-01,signup_completed,s2175_1,
11173,2346,2025-01-01,signup_completed,s2346_1,
11174,2346,2025-01-01,email_verified,s2346_2,
11308,2376,2025-01-01,signup_completed,s2376_1,
3001,633,2025-01-02,signup_completed,s633_1,
3029,640,2025-01-02,signup_completed,s640_1,
3031,640,2025-01-02,workspace_created,s640_3,
4118,871,2025-01-02,email_verified,s871_2,
6155,1309,2025-01-02,signup_completed,s1309_1,
6157,1309,2025-01-02,workspace_created,s1309_3,
6158,1309,2025-01-02,first_report_created,s1309_4,Reporting
6198,1318,2025-01-02,signup_completed,s1318_1,
6200,1318,2025-01-02,workspace_created,s1318_3,
6694,1416,2025-01-02,signup_completed,s1416_1,
6695,1416,2025-01-02,email_verified,s1416_2,
7445,1578,2025-01-02,signup_completed,s1578_1,
7446,1578,2025-01-02,email_verified,s1578_2,
8172,1730,2025-01-02,signup_completed,s1730_1,
8173,1730,2025-01-02,email_verified,s1730_2,
8750,1841,2025-01-02,signup_completed,s1841_1,
10338,2175,2025-01-02,email_verified,s2175_2,
11274,2368,2025-01-02,signup_completed,s2368_1,
11309,2376,2025-01-02,email_verified,s2376_2,
11310,2376,2025-01-02,workspace_created,s2376_3,
11457,2404,2025-01-02,signup_completed,s2404_1,
11458,2404,2025-01-02,email_verified,s2404_2,
192,36,2025-01-03,email_verified,s36_2,
223,43,2025-01-03,signup_completed,s43_1,
224,43,2025-01-03,email_verified,s43_2,
2059,429,2025-01-03,signup_completed,s429_1,
2060,429,2025-01-03,email_verified,s429_2,
2445,507,2025-01-03,email_verified,s507_2,
2446,507,2025-01-03,workspace_created,s507_3,
2791,589,2025-01-03,email_verified,s589_2,
3002,633,2025-01-03,email_verified,s633_2,
4119,871,2025-01-03,workspace_created,s871_3,
4383,917,2025-01-03,email_verified,s917_2,
4563,958,2025-01-03,email_verified,s958_2,
5130,1088,2025-01-03,signup_completed,s1088_1,
5677,1203,2025-01-03,signup_completed,s1203_1,
6156,1309,2025-01-03,email_verified,s1309_2,
6321,1342,2025-01-03,email_verified,s1342_2,
6584,1394,2025-01-03,signup_completed,s1394_1,
6585,1394,2025-01-03,email_verified,s1394_2,
6586,1394,2025-01-03,workspace_created,s1394_3,
6587,1394,2025-01-03,first_report_created,s1394_4,Reporting
6588,1394,2025-01-03,dashboard_viewed,s1394_5,Automation
7058,1496,2025-01-03,signup_completed,s1496_1,
7059,1496,2025-01-03,email_verified,s1496_2,
7126,1511,2025-01-03,signup_completed,s1511_1,
7555,1598,2025-01-03,email_verified,s1598_2,
8751,1841,2025-01-03,workspace_created,s1841_2,
8752,1841,2025-01-03,first_report_created,s1841_3,Integration
10032,2111,2025-01-03,signup_completed,s2111_1,
10033,2111,2025-01-03,email_verified,s2111_2,
10526,2209,2025-01-03,signup_completed,s2209_1,
10527,2209,2025-01-03,email_verified,s2209_2,
10583,2223,2025-01-03,signup_completed,s2223_1,
10584,2223,2025-01-03,email_verified,s2223_2,
11008,2311,2025-01-03,signup_completed,s2311_1,
11010,2311,2025-01-03,workspace_created,s2311_3,
11311,2376,2025-01-03,first_report_created,s2376_4,Reporting
539,106,2025-01-04,signup_completed,s106_1,
3030,640,2025-01-04,email_verified,s640_2,
3032,640,2025-01-04,first_report_created,s640_4,Automation
3474,737,2025-01-04,signup_completed,s737_1,
3703,785,2025-01-04,signup_completed,s785_1,
4264,899,2025-01-04,signup_completed,s899_1,
4384,917,2025-01-04,workspace_created,s917_3,
4758,1003,2025-01-04,signup_completed,s1003_1,
4759,1003,2025-01-04,email_verified,s1003_2,
5131,1088,2025-01-04,email_verified,s1088_2,
5304,1126,2025-01-04,signup_completed,s1126_1,
5306,1126,2025-01-04,workspace_created,s1126_3,
5678,1203,2025-01-04,email_verified,s1203_2,
6199,1318,2025-01-04,email_verified,s1318_2,
6201,1318,2025-01-04,first_report_created,s1318_4,Dashboard
6204,1318,2025-01-04,integration_connected,s1318_7,Automation
7004,1484,2025-01-04,signup_completed,s1484_1,
7447,1578,2025-01-04,workspace_created,s1578_3,
7448,1578,2025-01-04,first_report_created,s1578_4,Reporting
7556,1598,2025-01-04,workspace_created,s1598_3,
7557,1598,2025-01-04,first_report_created,s1598_4,Dashboard
7567,1600,2025-01-04,signup_completed,s1600_1,
7568,1600,2025-01-04,email_verified,s1600_2,
7981,1692,2025-01-04,signup_completed,s1692_1,
7982,1692,2025-01-04,email_verified,s1692_2,
8500,1795,2025-01-04,signup_completed,s1795_1,
8834,1858,2025-01-04,signup_completed,s1858_1,
8835,1858,2025-01-04,email_verified,s1858_2,
9804,2067,2025-01-04,signup_completed,s2067_1,
10091,2123,2025-01-04,signup_completed,s2123_1,
10528,2209,2025-01-04,workspace_created,s2209_3,
10529,2209,2025-01-04,first_report_created,s2209_4,Dashboard
10585,2223,2025-01-04,workspace_created,s2223_3,
11009,2311,2025-01-04,email_verified,s2311_2,
11011,2311,2025-01-04,first_report_created,s2311_4,Dashboard
11275,2368,2025-01-04,email_verified,s2368_2,
11740,2463,2025-01-04,signup_completed,s2463_1,
540,106,2025-01-05,email_verified,s106_2,
576,114,2025-01-05,workspace_created,s114_3,
1177,238,2025-01-05,signup_completed,s238_1,
1359,286,2025-01-05,signup_completed,s286_1,
1373,290,2025-01-05,signup_completed,s290_1,
1753,363,2025-01-05,signup_completed,s363_1,
2023,424,2025-01-05,signup_completed,s424_1,
2447,507,2025-01-05,first_report_created,s507_4,Integration
2650,559,2025-01-05,signup_completed,s559_1,
3106,661,2025-01-05,signup_completed,s661_1,
3107,661,2025-01-05,email_verified,s661_2,
3704,785,2025-01-05,email_verified,s785_2,
4120,871,2025-01-05,first_report_created,s871_4,Collaboration
4121,871,2025-01-05,dashboard_viewed,s871_5,Reporting
4162,879,2025-01-05,signup_completed,s879_1,
4163,879,2025-01-05,email_verified,s879_2,
4266,899,2025-01-05,workspace_created,s899_3,
5268,1119,2025-01-05,signup_completed,s1119_1,
5269,1119,2025-01-05,email_verified,s1119_2,
5291,1123,2025-01-05,signup_completed,s1123_1,
5305,1126,2025-01-05,email_verified,s1126_2,
5307,1126,2025-01-05,first_report_created,s1126_4,Automation
7127,1511,2025-01-05,email_verified,s1511_2,
7128,1511,2025-01-05,workspace_created,s1511_3,
7449,1578,2025-01-05,integration_connected,s1578_5,Dashboard
8501,1795,2025-01-05,email_verified,s1795_2,
8525,1801,2025-01-05,signup_completed,s1801_1,
8527,1801,2025-01-05,workspace_created,s1801_3,
8836,1858,2025-01-05,workspace_created,s1858_3,
9247,1950,2025-01-05,signup_completed,s1950_1,
9806,2067,2025-01-05,workspace_created,s2067_3,
10225,2152,2025-01-05,signup_completed,s2152_1,
10339,2175,2025-01-05,workspace_created,s2175_3,
446,88,2025-01-06,signup_completed,s88_1,
447,88,2025-01-06,email_verified,s88_2,
1171,237,2025-01-06,signup_completed,s237_1,
1178,238,2025-01-06,email_verified,s238_2,
1360,286,2025-01-06,workspace_created,s286_2,
1361,286,2025-01-06,first_report_created,s286_3,Dashboard
1374,290,2025-01-06,email_verified,s290_2,
1375,290,2025-01-06,workspace_created,s290_3,
1528,321,2025-01-06,signup_completed,s321_1,
1529,321,2025-01-06,email_verified,s321_2,
1530,321,2025-01-06,workspace_created,s321_3,
1754,363,2025-01-06,email_verified,s363_2,
2024,424,2025-01-06,email_verified,s424_2,
2448,507,2025-01-06,login,s507_5,Automation
3475,737,2025-01-06,email_verified,s737_2,
4265,899,2025-01-06,email_verified,s899_2,
4385,917,2025-01-06,first_report_created,s917_4,Collaboration
4386,917,2025-01-06,integration_connected,s917_5,Automation
5132,1088,2025-01-06,workspace_created,s1088_3,
5292,1123,2025-01-06,email_verified,s1123_2,
6202,1318,2025-01-06,dashboard_viewed,s1318_5,Integration
6203,1318,2025-01-06,login,s1318_6,Dashboard
6410,1364,2025-01-06,signup_completed,s1364_1,
6720,1423,2025-01-06,signup_completed,s1423_1,
6721,1423,2025-01-06,email_verified,s1423_2,
7129,1511,2025-01-06,first_report_created,s1511_4,Collaboration
7741,1636,2025-01-06,signup_completed,s1636_1,
8526,1801,2025-01-06,email_verified,s1801_2,
8528,1801,2025-01-06,first_report_created,s1801_4,Automation
8837,1858,2025-01-06,first_report_created,s1858_4,Automation
9163,1929,2025-01-06,signup_completed,s1929_1,
9164,1929,2025-01-06,email_verified,s1929_2,
9185,1936,2025-01-06,signup_completed,s1936_1,
9248,1950,2025-01-06,email_verified,s1950_2,
9805,2067,2025-01-06,email_verified,s2067_2,
10034,2111,2025-01-06,workspace_created,s2111_3,
10035,2111,2025-01-06,first_report_created,s2111_4,Dashboard
10586,2223,2025-01-06,first_report_created,s2223_4,Integration
10781,2264,2025-01-06,signup_completed,s2264_1,
10782,2264,2025-01-06,email_verified,s2264_2,
10783,2264,2025-01-06,workspace_created,s2264_3,
10784,2264,2025-01-06,first_report_created,s2264_4,Automation
11012,2311,2025-01-06,login,s2311_5,Automation
11741,2463,2025-01-06,email_verified,s2463_2,
18,3,2025-01-07,signup_completed,s3_1,
426,84,2025-01-07,signup_completed,s84_1,
427,84,2025-01-07,email_verified,s84_2,
577,114,2025-01-07,first_report_created,s114_4,Dashboard
1376,290,2025-01-07,first_report_created,s290_4,Collaboration
2025,424,2025-01-07,workspace_created,s424_3,
2026,424,2025-01-07,first_report_created,s424_4,Collaboration
2450,508,2025-01-07,signup_completed,s508_1,
2451,508,2025-01-07,email_verified,s508_2,
2794,589,2025-01-07,dashboard_viewed,s589_5,Automation
3689,782,2025-01-07,signup_completed,s782_1,
4123,871,2025-01-07,login,s871_7,Reporting
4267,899,2025-01-07,first_report_created,s899_4,Automation
4268,899,2025-01-07,integration_connected,s899_5,Collaboration
5201,1103,2025-01-07,signup_completed,s1103_1,
6316,1340,2025-01-07,signup_completed,s1340_1,
6317,1340,2025-01-07,email_verified,s1340_2,
6996,1482,2025-01-07,signup_completed,s1482_1,
6997,1482,2025-01-07,email_verified,s1482_2,
7894,1669,2025-01-07,signup_completed,s1669_1,
7895,1669,2025-01-07,email_verified,s1669_2,
7954,1685,2025-01-07,signup_completed,s1685_1,
7983,1692,2025-01-07,workspace_created,s1692_3,
9211,1943,2025-01-07,signup_completed,s1943_1,
9249,1950,2025-01-07,workspace_created,s1950_3,
9498,1999,2025-01-07,signup_completed,s1999_1,
9555,2012,2025-01-07,signup_completed,s2012_1,
9807,2067,2025-01-07,first_report_created,s2067_4,Collaboration
10205,2149,2025-01-07,signup_completed,s2149_1,
10226,2152,2025-01-07,email_verified,s2152_2,
10340,2175,2025-01-07,first_report_created,s2175_4,Collaboration
10530,2209,2025-01-07,integration_connected,s2209_5,Reporting
11013,2311,2025-01-07,dashboard_viewed,s2311_6,Reporting
11312,2376,2025-01-07,dashboard_viewed,s2376_5,Integration
11585,2433,2025-01-07,signup_completed,s2433_1,
11586,2433,2025-01-07,email_verified,s2433_2,
11792,2475,2025-01-07,signup_completed,s2475_1,
19,3,2025-01-08,email_verified,s3_2,
20,3,2025-01-08,workspace_created,s3_3,
1172,237,2025-01-08,email_verified,s237_2,
1173,237,2025-01-08,workspace_created,s237_3,
1174,237,2025-01-08,first_report_created,s237_4,Automation
1531,321,2025-01-08,first_report_created,s321_4,Integration
2028,424,2025-01-08,dashboard_viewed,s424_6,Reporting
2651,559,2025-01-08,workspace_created,s559_2,
2795,589,2025-01-08,login,s589_6,
2992,630,2025-01-08,signup_completed,s630_1,
2993,630,2025-01-08,email_verified,s630_2,
4389,917,2025-01-08,login,s917_8,
5133,1088,2025-01-08,first_report_created,s1088_4,Collaboration
5202,1103,2025-01-08,email_verified,s1103_2,
5270,1119,2025-01-08,workspace_created,s1119_3,
5271,1119,2025-01-08,first_report_created,s1119_4,Collaboration
5293,1123,2025-01-08,workspace_created,s1123_3,
5840,1240,2025-01-08,signup_completed,s1240_1,
5841,1240,2025-01-08,email_verified,s1240_2,
6358,1349,2025-01-08,signup_completed,s1349_1,
7044,1493,2025-01-08,signup_completed,s1493_1,
7045,1493,2025-01-08,email_verified,s1493_2,
7130,1511,2025-01-08,integration_connected,s1511_5,Reporting
7558,1598,2025-01-08,dashboard_viewed,s1598_5,Dashboard
7742,1636,2025-01-08,email_verified,s1636_2,
7855,1663,2025-01-08,signup_completed,s1663_1,
7984,1692,2025-01-08,first_report_created,s1692_4,Automation
8909,1875,2025-01-08,signup_completed,s1875_1,
8910,1875,2025-01-08,email_verified,s1875_2,
9186,1936,2025-01-08,email_verified,s1936_2,
9499,1999,2025-01-08,email_verified,s1999_2,
9556,2012,2025-01-08,email_verified,s2012_2,
9594,2024,2025-01-08,signup_completed,s2024_1,
9595,2024,2025-01-08,email_verified,s2024_2,
10036,2111,2025-01-08,dashboard_viewed,s2111_5,Collaboration
10206,2149,2025-01-08,email_verified,s2149_2,
10299,2167,2025-01-08,signup_completed,s2167_1,
10300,2167,2025-01-08,email_verified,s2167_2,
11014,2311,2025-01-08,login,s2311_7,Automation
11548,2425,2025-01-08,signup_completed,s2425_1,
11550,2426,2025-01-08,signup_completed,s2426_1,
11552,2426,2025-01-08,workspace_created,s2426_3,
11587,2433,2025-01-08,workspace_created,s2433_3,
11793,2475,2025-01-08,email_verified,s2475_2,
11794,2475,2025-01-08,workspace_created,s2475_3,
11795,2475,2025-01-08,first_report_created,s2475_4,Collaboration
11925,2497,2025-01-08,signup_completed,s2497_1,
11926,2497,2025-01-08,email_verified,s2497_2,
11927,2497,2025-01-08,workspace_created,s2497_3,
428,84,2025-01-09,workspace_created,s84_3,
448,88,2025-01-09,workspace_created,s88_3,
1540,323,2025-01-09,signup_completed,s323_1,
1710,351,2025-01-09,signup_completed,s351_1,
2306,477,2025-01-09,signup_completed,s477_1,
2308,477,2025-01-09,workspace_created,s477_3,
2389,495,2025-01-09,signup_completed,s495_1,
2652,559,2025-01-09,first_report_created,s559_3,Dashboard
2866,605,2025-01-09,signup_completed,s605_1,
3476,738,2025-01-09,signup_completed,s738_1,
3690,782,2025-01-09,email_verified,s782_2,
4308,905,2025-01-09,signup_completed,s905_1,
4529,953,2025-01-09,signup_completed,s953_1,
4530,953,2025-01-09,email_verified,s953_2,
4531,953,2025-01-09,workspace_created,s953_3,
4532,953,2025-01-09,first_report_created,s953_4,Automation
5272,1119,2025-01-09,login,s1119_5,Reporting
5294,1123,2025-01-09,first_report_created,s1123_4,Dashboard
5374,1142,2025-01-09,signup_completed,s1142_1,
5375,1142,2025-01-09,email_verified,s1142_2,
6160,1309,2025-01-09,login,s1309_6,
6411,1364,2025-01-09,workspace_created,s1364_2,
7265,1539,2025-01-09,signup_completed,s1539_1,
7266,1539,2025-01-09,workspace_created,s1539_2,
7267,1539,2025-01-09,first_report_created,s1539_3,Collaboration
7451,1578,2025-01-09,dashboard_viewed,s1578_7,Integration
7452,1578,2025-01-09,login,s1578_8,
7943,1682,2025-01-09,signup_completed,s1682_1,
7944,1682,2025-01-09,email_verified,s1682_2,
7955,1685,2025-01-09,email_verified,s1685_2,
7986,1692,2025-01-09,login,s1692_6,Collaboration
8709,1835,2025-01-09,signup_completed,s1835_1,
9250,1950,2025-01-09,first_report_created,s1950_4,Integration
9808,2067,2025-01-09,integration_connected,s2067_5,Automation
9810,2067,2025-01-09,dashboard_viewed,s2067_7,Integration
10227,2152,2025-01-09,workspace_created,s2152_3,
10234,2154,2025-01-09,signup_completed,s2154_1,
10235,2154,2025-01-09,email_verified,s2154_2,
11045,2318,2025-01-09,signup_completed,s2318_1,
11066,2325,2025-01-09,signup_completed,s2325_1,
11551,2426,2025-01-09,email_verified,s2426_2,
11709,2459,2025-01-09,signup_completed,s2459_1,
11928,2497,2025-01-09,first_report_created,s2497_4,Dashboard
21,3,2025-01-10,first_report_created,s3_4,Collaboration
1187,241,2025-01-10,signup_completed,s241_1,
1348,283,2025-01-10,signup_completed,s283_1,
1349,283,2025-01-10,email_verified,s283_2,
1532,321,2025-01-10,login,s321_5,Automation
1541,323,2025-01-10,email_verified,s323_2,
2307,477,2025-01-10,email_verified,s477_2,
2309,477,2025-01-10,first_report_created,s477_4,Collaboration
2390,495,2025-01-10,email_verified,s495_2,
2391,495,2025-01-10,workspace_created,s495_3,
2640,554,2025-01-10,signup_completed,s554_1,
2867,605,2025-01-10,email_verified,s605_2,
3139,666,2025-01-10,signup_completed,s666_1,
3477,738,2025-01-10,email_verified,s738_2,
3881,826,2025-01-10,signup_completed,s826_1,
3899,829,2025-01-10,signup_completed,s829_1,
3900,829,2025-01-10,email_verified,s829_2,
3901,829,2025-01-10,workspace_created,s829_3,
4410,922,2025-01-10,signup_completed,s922_1,
4427,924,2025-01-10,signup_completed,s924_1,
4534,953,2025-01-10,integration_connected,s953_6,Automation
5134,1088,2025-01-10,dashboard_viewed,s1088_5,Integration
5135,1088,2025-01-10,login,s1088_6,
5705,1209,2025-01-10,signup_completed,s1209_1,
6215,1320,2025-01-10,signup_completed,s1320_1,
6216,1320,2025-01-10,email_verified,s1320_2,
6359,1349,2025-01-10,email_verified,s1349_2,
6589,1394,2025-01-10,dashboard_viewed,s1394_6,Automation
6722,1423,2025-01-10,workspace_created,s1423_3,
7856,1663,2025-01-10,email_verified,s1663_2,
7941,1681,2025-01-10,signup_completed,s1681_1,
7942,1681,2025-01-10,email_verified,s1681_2,
8006,1697,2025-01-10,signup_completed,s1697_1,
8007,1697,2025-01-10,email_verified,s1697_2,
8531,1801,2025-01-10,dashboard_viewed,s1801_7,Integration
8710,1835,2025-01-10,email_verified,s1835_2,
8711,1835,2025-01-10,workspace_created,s1835_3,
8771,1845,2025-01-10,signup_completed,s1845_1,
8773,1845,2025-01-10,workspace_created,s1845_3,
9500,1999,2025-01-10,workspace_created,s1999_3,
10039,2111,2025-01-10,login,s2111_8,
10207,2149,2025-01-10,workspace_created,s2149_3,
10208,2149,2025-01-10,first_report_created,s2149_4,Reporting
10209,2149,2025-01-10,login,s2149_5,Dashboard
10211,2149,2025-01-10,integration_connected,s2149_7,Integration
10273,2163,2025-01-10,signup_completed,s2163_1,
10513,2206,2025-01-10,signup_completed,s2206_1,
10588,2223,2025-01-10,login,s2223_6,
10785,2264,2025-01-10,login,s2264_5,Integration
11015,2311,2025-01-10,login,s2311_8,
11067,2325,2025-01-10,email_verified,s2325_2,
11549,2425,2025-01-10,email_verified,s2425_2,
11553,2426,2025-01-10,first_report_created,s2426_4,Integration
11588,2433,2025-01-10,first_report_created,s2433_4,Collaboration
11710,2459,2025-01-10,email_verified,s2459_2,
261,52,2025-01-11,signup_completed,s52_1,
429,84,2025-01-11,first_report_created,s84_4,Reporting
449,88,2025-01-11,first_report_created,s88_4,Dashboard
471,93,2025-01-11,signup_completed,s93_1,
473,93,2025-01-11,workspace_created,s93_3,
474,93,2025-01-11,first_report_created,s93_4,Reporting
578,114,2025-01-11,login,s114_5,Automation
1044,209,2025-01-11,signup_completed,s209_1,
1175,237,2025-01-11,dashboard_viewed,s237_5,Automation
1188,241,2025-01-11,email_verified,s241_2,
1293,268,2025-01-11,signup_completed,s268_1,
1294,268,2025-01-11,email_verified,s268_2,
1533,321,2025-01-11,login,s321_6,Automation
1711,351,2025-01-11,email_verified,s351_2,
2392,495,2025-01-11,first_report_created,s495_4,Automation
2641,554,2025-01-11,email_verified,s554_2,
3140,666,2025-01-11,email_verified,s666_2,
3691,782,2025-01-11,workspace_created,s782_3,
3817,809,2025-01-11,signup_completed,s809_1,
3818,809,2025-01-11,email_verified,s809_2,
3828,812,2025-01-11,signup_completed,s812_1,
3829,812,2025-01-11,email_verified,s812_2,
4271,900,2025-01-11,signup_completed,s900_1,
4309,905,2025-01-11,email_verified,s905_2,
4388,917,2025-01-11,dashboard_viewed,s917_7,Dashboard
4411,922,2025-01-11,email_verified,s922_2,
4428,924,2025-01-11,email_verified,s924_2,
4835,1020,2025-01-11,signup_completed,s1020_1,
5273,1119,2025-01-11,login,s1119_6,Collaboration
5309,1126,2025-01-11,login,s1126_6,
5390,1146,2025-01-11,signup_completed,s1146_1,
5706,1209,2025-01-11,email_verified,s1209_2,
6021,1277,2025-01-11,signup_completed,s1277_1,
6412,1364,2025-01-11,first_report_created,s1364_3,Automation
6723,1423,2025-01-11,first_report_created,s1423_4,Integration
7450,1578,2025-01-11,integration_connected,s1578_6,Integration
8529,1801,2025-01-11,login,s1801_5,Collaboration
8772,1845,2025-01-11,email_verified,s1845_2,
8774,1845,2025-01-11,first_report_created,s1845_4,Dashboard
8838,1858,2025-01-11,dashboard_viewed,s1858_5,Integration
9252,1950,2025-01-11,integration_connected,s1950_6,Dashboard
9478,1995,2025-01-11,signup_completed,s1995_1,
9491,1997,2025-01-11,signup_completed,s1997_1,
9809,2067,2025-01-11,login,s2067_6,Integration
9811,2067,2025-01-11,login,s2067_8,
10228,2152,2025-01-11,first_report_created,s2152_4,Reporting
10275,2163,2025-01-11,workspace_created,s2163_3,
10514,2206,2025-01-11,email_verified,s2206_2,
10615,2229,2025-01-11,signup_completed,s2229_1,
10616,2229,2025-01-11,email_verified,s2229_2,
11046,2318,2025-01-11,email_verified,s2318_2,
11112,2333,2025-01-11,signup_completed,s2333_1,
11613,2437,2025-01-11,signup_completed,s2437_1,
742,144,2025-01-12,signup_completed,s144_1,
1045,209,2025-01-12,email_verified,s209_2,
1379,290,2025-01-12,login,s290_7,
1599,331,2025-01-12,signup_completed,s331_1,
1600,331,2025-01-12,email_verified,s331_2,
1845,388,2025-01-12,signup_completed,s388_1,
2030,424,2025-01-12,login,s424_8,
2196,456,2025-01-12,signup_completed,s456_1,
2197,456,2025-01-12,email_verified,s456_2,
2977,628,2025-01-12,signup_completed,s628_1,
3147,668,2025-01-12,signup_completed,s668_1,
3478,738,2025-01-12,workspace_created,s738_3,
3479,738,2025-01-12,first_report_created,s738_4,Collaboration
3482,738,2025-01-12,dashboard_viewed,s738_7,Dashboard
3692,782,2025-01-12,first_report_created,s782_4,Collaboration
3882,826,2025-01-12,email_verified,s826_2,
3902,829,2025-01-12,first_report_created,s829_4,Collaboration
4441,927,2025-01-12,signup_completed,s927_1,
4449,931,2025-01-12,signup_completed,s931_1,
4450,931,2025-01-12,email_verified,s931_2,
5148,1091,2025-01-12,signup_completed,s1091_1,
5149,1091,2025-01-12,email_verified,s1091_2,
5160,1094,2025-01-12,signup_completed,s1094_1,
5161,1094,2025-01-12,email_verified,s1094_2,
5392,1146,2025-01-12,workspace_created,s1146_3,
5393,1146,2025-01-12,first_report_created,s1146_4,Dashboard
5842,1240,2025-01-12,workspace_created,s1240_3,
6040,1280,2025-01-12,signup_completed,s1280_1,
6159,1309,2025-01-12,dashboard_viewed,s1309_5,Dashboard
